"interaction_id","timestamp","hotel_id","channel","language","request_type","complexity","hotel_name","city","country","hotel_type","rooms"
"INT2025_08_0212","2025-08-15 09:09:00","hotel_06","email","NO","service_request","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0197","2025-08-08 13:59:00","hotel_08","email","NO","spa_reservation","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0198","2025-08-08 15:14:00","hotel_06","website_chat","EN","technical_issue","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0206","2025-08-12 13:14:00","hotel_unknown","facebook","NO","spa_reservation","complex","","","","",""
"INT2025_08_0200","2025-08-09 17:04:00","hotel_07","instagram","NO","info","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0201","2025-08-10 07:39:00","hotel_05","facebook","EN","booking","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0204","2025-08-11 11:24:00","hotel_09","website_chat","EN","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0203","2025-08-11 10:09:00","hotel_09","website_chat","NO","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0221","2025-08-20 07:48:00","hotel_unknown","facebook","NO","service_request","complex","","","","",""
"INT2025_08_0207","2025-08-13 14:29:00","hotel_10","email","EN","technical_issue","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0236","2025-08-27 13:14:00","hotel_unknown","facebook","NO","complaint","complex","","","","",""
"INT2025_08_0210","2025-08-14 16:34:00","hotel_04","instagram","EN","check_out","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0237","2025-08-28 14:29:00","hotel_10","email","EN","service_request","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0213","2025-08-16 10:24:00","hotel_03","website_chat","EN","service_request","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0174","2025-08-27 11:24:00","hotel_02","website_chat","EN","info","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0215","2025-08-17 12:14:00","hotel_05","instagram","NO","technical_issue","complex","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0216","2025-08-17 13:29:00","hotel_02","facebook","EN","check_in","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0179","2025-08-30 15:49:00","hotel_03","website_chat","NO","service_request","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0222","2025-08-20 09:04:00","hotel_10","email","EN","spa_reservation","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0194","2025-08-06 10:54:00","hotel_11","website_chat","NO","complaint","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0225","2025-08-22 12:09:00","hotel_08","instagram","EN","info","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0189","2025-08-04 15:54:00","hotel_unknown","website_chat","EN","spa_reservation","simple","","","","",""
"INT2025_08_0227","2025-08-23 13:59:00","hotel_03","email","NO","check_in","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0228","2025-08-23 15:14:00","hotel_07","website_chat","EN","complaint","simple","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0209","2025-08-14 15:49:00","hotel_unknown","website_chat","NO","booking","complex","","","","",""
"INT2025_08_0230","2025-08-24 17:04:00","hotel_02","instagram","NO","service_request","complex","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0231","2025-08-25 07:39:00","hotel_09","facebook","EN","spa_reservation","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0249","2025-08-03 15:54:00","hotel_unknown","website_chat","EN","technical_issue","simple","","","","",""
"INT2025_08_0233","2025-08-26 10:09:00","hotel_05","website_chat","NO","info","complex","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0219","2025-08-19 15:54:00","hotel_12","website_chat","EN","complaint","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0224","2025-08-21 10:54:00","hotel_04","website_chat","NO","check_out","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0240","2025-08-29 16:34:00","hotel_08","instagram","EN","technical_issue","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0234","2025-08-26 11:24:00","hotel_12","website_chat","EN","booking","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0242","2025-08-30 09:09:00","hotel_03","email","NO","info","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0243","2025-08-31 10:24:00","hotel_07","website_chat","EN","booking","simple","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0239","2025-08-29 15:49:00","hotel_04","website_chat","NO","spa_reservation","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0248","2025-08-02 15:19:00","hotel_12","website_chat","NO","spa_reservation","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0246","2025-08-01 13:29:00","hotel_02","facebook","EN","service_request","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0251","2025-08-04 07:48:00","hotel_10","facebook","NO","booking","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0252","2025-08-04 09:04:00","hotel_11","email","EN","check_in","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0254","2025-08-05 11:24:00","hotel_08","website_chat","NO","service_request","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0255","2025-08-06 11:59:00","hotel_06","instagram","EN","service_request","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0175","2025-08-28 11:59:00","hotel_09","instagram","N/A","booking","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0258","2025-08-07 15:04:00","hotel_09","website_chat","EN","check_out","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0257","2025-08-07 14:29:00","hotel_07","email","NO","technical_issue","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0312","2025-08-03 09:04:00","hotel_09","email","EN","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0260","2025-08-08 17:04:00","hotel_05","instagram","NO","booking","complex","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0261","2025-08-09 07:39:00","hotel_02","facebook","EN","complaint","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0287","2025-08-22 14:29:00","hotel_07","email","NO","service_request","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0266","2025-08-11 13:14:00","hotel_11","facebook","NO","check_in","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0267","2025-08-12 14:29:00","hotel_04","email","EN","info","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0326","2025-08-10 13:14:00","hotel_09","facebook","NO","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0270","2025-08-13 16:34:00","hotel_03","instagram","EN","complaint","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0263","2025-08-10 10:09:00","hotel_unknown","website_chat","NO","service_request","complex","","","","",""
"INT2025_08_0272","2025-08-14 09:09:00","hotel_08","email","NO","service_request","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0273","2025-08-15 10:24:00","hotel_07","website_chat","EN","spa_reservation","simple","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0296","2025-08-26 13:14:00","hotel_04","facebook","NO","service_request","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0275","2025-08-16 12:14:00","hotel_02","instagram","NO","info","complex","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0276","2025-08-16 13:29:00","hotel_09","facebook","EN","check_in","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0278","2025-08-17 15:19:00","hotel_unknown","website_chat","NO","complaint","complex","","","","",""
"INT2025_08_0321","2025-08-08 07:39:00","hotel_unknown","facebook","EN","service_request","simple","","","","",""
"INT2025_08_0281","2025-08-19 07:48:00","hotel_11","facebook","NO","spa_reservation","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0282","2025-08-19 09:04:00","hotel_04","email","EN","technical_issue","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0285","2025-08-21 11:59:00","hotel_unknown","instagram","EN","booking","simple","","","","",""
"INT2025_08_0293","2025-08-25 10:09:00","hotel_unknown","website_chat","NO","booking","complex","","","","",""
"INT2025_08_0288","2025-08-22 15:04:00","hotel_05","website_chat","EN","service_request","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0303","2025-08-30 10:24:00","hotel_unknown","website_chat","EN","complaint","simple","","","","",""
"INT2025_08_0290","2025-08-23 17:04:00","hotel_09","instagram","NO","technical_issue","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0291","2025-08-24 07:39:00","hotel_12","facebook","EN","check_in","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0306","2025-08-31 13:29:00","hotel_unknown","facebook","EN","spa_reservation","simple","","","","",""
"INT2025_08_0320","2025-08-07 17:04:00","hotel_unknown","instagram","NO","complaint","complex","","","","",""
"INT2025_08_0297","2025-08-27 14:29:00","hotel_08","email","EN","service_request","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0300","2025-08-28 17:04:00","hotel_07","instagram","EN","info","simple","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0335","2025-08-15 12:14:00","hotel_unknown","instagram","NO","booking","complex","","","","",""
"INT2025_08_0302","2025-08-29 09:09:00","hotel_02","email","NO","check_in","complex","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0336","2025-08-15 13:29:00","hotel_unknown","facebook","EN","complaint","simple","","","","",""
"INT2025_08_0305","2025-08-31 12:14:00","hotel_12","instagram","NO","service_request","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0338","2025-08-16 15:19:00","hotel_unknown","website_chat","NO","service_request","complex","","","","",""
"INT2025_08_0308","2025-08-01 15:19:00","hotel_10","website_chat","NO","check_out","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0284","2025-08-20 11:24:00","hotel_09","website_chat","NO","info","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0311","2025-08-03 07:48:00","hotel_08","facebook","NO","complaint","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0299","2025-08-28 16:29:00","hotel_09","website_chat","NO","technical_issue","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0315","2025-08-05 11:59:00","hotel_05","instagram","EN","technical_issue","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0269","2025-08-13 15:49:00","hotel_06","website_chat","NO","check_out","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0317","2025-08-06 14:29:00","hotel_06","email","NO","info","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0318","2025-08-06 15:04:00","hotel_03","website_chat","EN","booking","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0264","2025-08-10 11:24:00","hotel_unknown","website_chat","EN","spa_reservation","simple","","","","",""
"INT2025_08_0323","2025-08-09 10:09:00","hotel_11","website_chat","NO","spa_reservation","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0294","2025-08-25 11:24:00","hotel_10","website_chat","EN","check_out","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0327","2025-08-11 14:29:00","hotel_10","email","EN","booking","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0309","2025-08-02 15:54:00","hotel_11","website_chat","EN","info","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0330","2025-08-12 17:04:00","hotel_02","instagram","EN","service_request","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0314","2025-08-04 11:24:00","hotel_07","website_chat","NO","spa_reservation","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0332","2025-08-13 09:09:00","hotel_06","email","NO","technical_issue","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0333","2025-08-14 10:24:00","hotel_03","website_chat","EN","check_out","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0279","2025-08-18 15:54:00","hotel_unknown","website_chat","EN","service_request","simple","","","","",""
"INT2025_08_0341","2025-08-18 07:48:00","hotel_11","facebook","NO","check_in","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0342","2025-08-18 09:04:00","hotel_08","email","EN","info","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0396","2025-08-14 13:29:00","hotel_09","facebook","EN","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0345","2025-08-20 11:59:00","hotel_02","instagram","EN","check_out","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0368","2025-08-31 15:19:00","hotel_09","website_chat","NO","booking","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0347","2025-08-21 14:29:00","hotel_06","email","NO","service_request","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0348","2025-08-21 15:04:00","hotel_03","website_chat","EN","spa_reservation","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0410","2025-08-21 17:04:00","hotel_09","instagram","NO","booking","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0353","2025-08-24 10:09:00","hotel_11","website_chat","NO","complaint","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_08_0350","2025-08-22 17:04:00","hotel_unknown","instagram","NO","info","complex","","","","",""
"INT2025_08_0356","2025-08-25 13:14:00","hotel_08","facebook","NO","spa_reservation","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0357","2025-08-26 14:29:00","hotel_07","email","EN","technical_issue","simple","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_08_0351","2025-08-23 07:39:00","hotel_unknown","facebook","EN","booking","simple","","","","",""
"INT2025_08_0360","2025-08-27 17:04:00","hotel_09","instagram","EN","booking","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_08_0365","2025-08-30 12:14:00","hotel_unknown","instagram","NO","technical_issue","complex","","","","",""
"INT2025_08_0363","2025-08-29 10:24:00","hotel_12","website_chat","EN","service_request","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0378","2025-08-05 15:04:00","hotel_unknown","website_chat","EN","complaint","simple","","","","",""
"INT2025_08_0366","2025-08-30 13:29:00","hotel_10","facebook","EN","check_in","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0392","2025-08-12 09:09:00","hotel_unknown","email","NO","info","complex","","","","",""
"INT2025_08_0393","2025-08-13 10:24:00","hotel_unknown","website_chat","EN","booking","simple","","","","",""
"INT2025_08_0372","2025-08-02 09:04:00","hotel_05","email","EN","service_request","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_08_0362","2025-08-28 09:09:00","hotel_03","email","NO","service_request","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
